fips,year,Total Amount
13309,2001,0
13309,2002,1
13309,2003,0
13309,2004,0
13309,2005,0
13309,2006,0
13309,2007,0
13309,2008,0
13309,2009,0
13309,2010,0
13309,2011,0
13309,2012,0
13309,2013,0
13309,2014,0
13309,2015,0
13309,2016,0
13309,2017,1
13309,2018,0
13309,2019,0
13309,2020,0
13309,2021,0
13311,2000,0
13311,2001,0
13311,2002,0
13311,2003,0
13311,2004,0
13311,2005,0
13311,2006,0
13311,2007,0
13311,2008,0
13311,2009,0
13311,2010,0
13311,2011,0
13311,2012,0
13311,2013,1
13311,2014,0
13311,2015,0
13311,2016,0
13311,2017,0
13311,2018,1
13311,2019,0
13311,2020,0
13311,2021,0
13313,2000,0
13313,2001,0
13313,2002,0
13313,2003,4
13313,2004,0
13313,2005,1
13313,2006,0
13313,2007,0
13313,2008,1
13313,2009,0
13313,2010,0
13313,2011,0
13313,2012,3
13313,2013,0
13313,2014,1
13313,2015,0
13313,2016,0
13313,2017,5
13313,2018,2
13313,2019,0
13313,2020,0
13313,2021,0
13315,2000,0
13315,2001,0
13315,2002,0
13315,2003,1
13315,2004,0
13315,2005,0
13315,2006,0
13315,2007,1
13315,2008,0
13315,2009,0
13315,2010,0
13315,2011,0
13315,2012,0
13315,2013,0
13315,2014,0
13315,2015,0
13315,2016,0
13315,2017,3
13315,2018,0
13315,2019,0
13315,2020,0
13315,2021,0
13317,2000,0
13317,2001,0
13317,2002,0
13317,2003,0
13317,2004,0
13317,2005,0
13317,2006,0
13317,2007,0
13317,2008,0
13317,2009,0
13317,2010,0
13317,2011,0
13317,2012,0
13317,2013,0
13317,2014,0
13317,2015,0
13317,2016,0
13317,2017,1
13317,2018,0
13317,2019,0
13317,2020,0
13317,2021,0
13319,2000,0
13319,2001,0
13319,2002,0
13319,2003,0
13319,2004,0
13319,2005,0
13319,2006,0
13319,2007,1
13319,2008,0
13319,2009,0
13319,2010,0
13319,2011,0
13319,2012,0
13319,2013,0
13319,2014,0
13319,2015,0
13319,2016,0
13319,2017,1
13319,2018,0
13319,2019,0
13319,2020,0
13319,2021,0
13321,2000,0
13321,2001,0
13321,2002,3
13321,2003,4
13321,2004,0
13321,2005,0
13321,2006,2
13321,2007,3
13321,2008,0
13321,2009,1
13321,2010,0
13321,2011,0
13321,2012,10
13321,2013,0
13321,2014,0
13321,2015,0
13321,2016,0
13321,2017,6
13321,2018,4
13321,2019,0
13321,2020,3
13321,2021,0
16001,2000,0
16001,2001,0
16001,2002,0
16001,2003,0
16001,2004,0
16001,2005,0
16001,2006,42
16001,2007,4
16001,2008,1
16001,2009,3
16001,2010,0
16001,2011,0
16001,2012,3
16001,2013,9
16001,2014,1
16001,2015,1
16001,2016,2
16001,2017,6
16001,2018,3
16001,2019,2
16001,2020,1
16001,2021,3
16003,2000,0
16003,2001,0
16003,2002,0
16003,2003,0
16003,2004,0
16003,2005,1
16003,2006,7
16003,2007,0
16003,2008,1
16003,2009,1
16003,2010,0
16003,2011,0
16003,2012,1
16003,2013,1
16003,2014,5
16003,2015,1
16003,2016,0
16003,2017,4
16003,2018,2
16003,2019,3
16003,2020,1
16003,2021,1
16005,2000,0
16005,2001,0
16005,2002,0
16005,2003,0
16005,2004,0
16005,2005,0
16005,2006,23
16005,2007,2
16005,2008,0
16005,2009,0
16005,2010,0
16005,2011,1
16005,2012,0
16005,2013,0
16005,2014,0
16005,2015,0
16005,2016,0
16005,2017,0
16005,2018,0
16005,2019,0
16005,2020,0
16005,2021,0
16007,2000,0
16007,2001,0
16007,2002,0
16007,2003,0
16007,2004,0
16007,2005,0
16007,2006,0
16007,2007,5
16007,2008,1
16007,2009,0
16007,2010,0
16007,2011,1
16007,2012,0
16007,2013,0
16007,2014,0
16007,2015,0
16007,2016,0
16007,2017,3
16007,2018,0
16007,2019,1
16007,2020,0
16007,2021,0
16009,2000,0
16009,2001,0
16009,2002,0
16009,2003,0
16009,2004,0
16009,2005,0
16009,2006,1
16009,2007,0
16009,2008,0
16009,2009,3
16009,2010,0
16009,2011,0
16009,2012,0
16009,2013,0
16009,2014,0
16009,2015,0
16009,2016,3
16009,2017,9
16009,2018,0
16009,2019,0
16009,2020,0
16009,2021,0
16011,2000,0
16011,2001,0
16011,2002,0
16011,2003,0
16011,2004,0
16011,2005,0
16011,2006,11
16011,2007,0
16011,2008,0
16011,2009,1
16011,2010,0
16011,2011,1
16011,2012,0
16011,2013,0
16011,2014,0
16011,2015,0
16011,2016,0
16011,2017,0
16011,2018,0
16011,2019,0
16011,2020,0
16011,2021,0
16013,2000,0
16013,2001,0
16013,2002,0
16013,2003,0
16013,2004,0
16013,2005,0
16013,2006,44
16013,2007,0
16013,2008,0
16013,2009,1
16013,2010,0
16013,2011,0
16013,2012,2
16013,2013,0
16013,2014,0
16013,2015,1
16013,2016,0
16013,2017,1
16013,2018,1
16013,2019,1
16013,2020,0
16013,2021,0
16015,2000,0
16015,2001,0
16015,2002,0
16015,2003,0
16015,2004,1
16015,2005,0
16015,2006,31
16015,2007,2
16015,2008,2
16015,2009,2
16015,2010,0
16015,2011,0
16015,2012,4
16015,2013,1
16015,2014,1
16015,2015,0
16015,2016,0
16015,2017,9
16015,2018,2
16015,2019,2
16015,2020,4
16015,2021,6
16017,2000,0
16017,2001,0
16017,2002,0
16017,2003,0
16017,2004,0
16017,2005,0
16017,2006,1
16017,2007,1
16017,2008,0
16017,2009,3
16017,2010,0
16017,2011,0
16017,2012,0
16017,2013,0
16017,2014,0
16017,2015,0
16017,2016,2
16017,2017,9
16017,2018,0
16017,2019,1
16017,2020,0
16017,2021,0
16019,2000,0
16019,2001,0
16019,2002,0
16019,2003,0
16019,2004,0
16019,2005,0
16019,2006,29
16019,2007,0
16019,2008,0
16019,2009,0
16019,2010,0
16019,2011,1
16019,2012,1
16019,2013,0
16019,2014,0
16019,2015,0
16019,2016,0
16019,2017,0
16019,2018,0
16019,2019,0
16019,2020,0
16019,2021,0
16021,2000,0
16021,2001,0
16021,2002,0
16021,2003,0
16021,2004,0
16021,2005,0
16021,2006,0
16021,2007,0
16021,2008,0
16021,2009,0
16021,2010,0
16021,2011,0
16021,2012,0
16021,2013,0
16021,2014,0
16021,2015,0
16021,2016,0
16021,2017,0
16021,2018,0
16021,2019,0
16021,2020,0
16021,2021,0
16023,2000,0
16023,2001,0
16023,2002,0
16023,2003,0
16023,2004,0
16023,2005,0
16023,2006,27
16023,2007,0
16023,2008,0
16023,2009,1
16023,2010,0
16023,2011,0
16023,2012,0
16023,2013,0
16023,2014,0
16023,2015,0
16023,2016,0
16023,2017,0
16023,2018,1
16023,2019,0
16023,2020,0
16023,2021,1
16025,2000,0
16025,2001,0
16025,2002,0
16025,2003,0
16025,2004,0
16025,2005,2
16025,2006,14
16025,2007,1
16025,2008,0
16025,2009,1
16025,2010,0
16025,2011,0
16025,2012,2
16025,2013,1
16025,2014,1
16025,2015,1
16025,2016,0
16025,2017,2
16025,2018,1
16025,2019,1
16025,2020,1
16025,2021,0
16027,2000,0
16027,2001,0
16027,2002,0
16027,2003,0
16027,2004,1
16027,2005,1
16027,2006,37
16027,2007,6
16027,2008,5
16027,2009,3
16027,2010,0
16027,2011,0
16027,2012,3
16027,2013,7
16027,2014,4
16027,2015,3
16027,2016,1
16027,2017,12
16027,2018,3
16027,2019,4
16027,2020,4
16027,2021,8
16029,2000,0
16029,2001,0
16029,2002,0
16029,2003,0
16029,2004,0
16029,2005,0
16029,2006,30
16029,2007,2
16029,2008,0
16029,2009,1
16029,2010,0
16029,2011,0
16029,2012,0
16029,2013,0
16029,2014,0
16029,2015,0
16029,2016,0
16029,2017,0
16029,2018,0
16029,2019,0
16029,2020,0
16029,2021,0
16031,2000,0
16031,2001,0
16031,2002,0
16031,2003,0
16031,2004,1
16031,2005,0
16031,2006,26
16031,2007,1
16031,2008,1
16031,2009,1
16031,2010,0
16031,2011,0
16031,2012,1
16031,2013,1
16031,2014,0
16031,2015,0
16031,2016,0
16031,2017,6
16031,2018,2
16031,2019,0
16031,2020,0
16031,2021,0
16033,2000,0
16033,2001,0
16033,2002,0
16033,2003,0
16033,2004,0
16033,2005,0
16033,2006,3
16033,2007,0
16033,2008,0
16033,2009,1
16033,2010,0
16033,2011,0
16033,2012,0
16033,2013,0
16033,2014,0
16033,2015,0
16033,2016,0
16033,2017,0
16033,2018,1
16033,2019,0
16033,2020,0
16033,2021,1
16035,2000,0
16035,2001,0
16035,2002,0
16035,2003,0
16035,2004,0
16035,2005,0
16035,2006,1
16035,2007,0
16035,2008,0
16035,2009,0
16035,2010,0
16035,2011,0
16035,2012,0
16035,2013,1
16035,2014,0
16035,2015,0
16035,2016,1
16035,2017,0
16035,2018,0
16035,2019,0
16035,2020,0
16035,2021,0
16037,2000,0
16037,2001,0
16037,2002,0
16037,2003,0
16037,2004,0
16037,2005,0
16037,2006,10
16037,2007,0
16037,2008,0
16037,2009,2
16037,2010,0
16037,2011,0
16037,2012,2
16037,2013,0
16037,2014,0
16037,2015,0
16037,2016,0
16037,2017,1
16037,2018,1
16037,2019,1
16037,2020,0
16037,2021,1
16039,2000,0
16039,2001,0
16039,2002,0
16039,2003,0
16039,2004,1
16039,2005,2
16039,2006,43
16039,2007,3
16039,2008,2
16039,2009,3
16039,2010,0
16039,2011,0
16039,2012,1
16039,2013,3
16039,2014,2
16039,2015,1
16039,2016,1
16039,2017,8
16039,2018,4
16039,2019,2
16039,2020,4
16039,2021,7
16041,2000,0
16041,2001,0
16041,2002,0
16041,2003,0
16041,2004,0
16041,2005,0
16041,2006,5
16041,2007,3
16041,2008,1
16041,2009,0
16041,2010,0
16041,2011,1
16041,2012,0
16041,2013,0
16041,2014,0
16041,2015,0
16041,2016,0
16041,2017,3
16041,2018,0
16041,2019,1
16041,2020,0
16041,2021,0
16043,2000,0
16043,2001,0
16043,2002,0
16043,2003,0
16043,2004,0
16043,2005,0
16043,2006,7
16043,2007,0
16043,2008,0
16043,2009,0
16043,2010,0
16043,2011,0
16043,2012,1
16043,2013,0
16043,2014,0
16043,2015,0
16043,2016,0
16043,2017,1
16043,2018,0
16043,2019,0
16043,2020,0
16043,2021,0
16045,2000,0
16045,2001,0
16045,2002,0
16045,2003,0
16045,2004,1
16045,2005,1
16045,2006,57
16045,2007,7
16045,2008,2
16045,2009,4
16045,2010,0
16045,2011,0
16045,2012,2
16045,2013,9
16045,2014,5
16045,2015,3
16045,2016,1
16045,2017,8
16045,2018,6
16045,2019,3
16045,2020,3
16045,2021,10
16047,2000,0
16047,2001,0
16047,2002,0
16047,2003,0
16047,2004,0
16047,2005,0
16047,2006,22
16047,2007,0
16047,2008,1
16047,2009,2
16047,2010,0
16047,2011,0
16047,2012,2
16047,2013,1
16047,2014,0
16047,2015,1
16047,2016,0
16047,2017,2
16047,2018,2
16047,2019,1
16047,2020,0
16047,2021,0
16049,2000,0
16049,2001,0
16049,2002,0
16049,2003,0
16049,2004,0
16049,2005,0
16049,2006,3
16049,2007,1
16049,2008,0
16049,2009,2
16049,2010,0
16049,2011,0
16049,2012,0
16049,2013,1
16049,2014,0
16049,2015,0
16049,2016,1
16049,2017,0
16049,2018,2
16049,2019,0
16049,2020,0
16049,2021,2
16051,2000,0
16051,2001,0
16051,2002,0
16051,2003,0
16051,2004,0
16051,2005,0
16051,2006,28
16051,2007,0
16051,2008,0
16051,2009,1
16051,2010,0
16051,2011,0
16051,2012,0
16051,2013,0
16051,2014,0
16051,2015,0
16051,2016,0
16051,2017,0
16051,2018,0
16051,2019,0
16051,2020,0
16051,2021,0
16053,2000,0
16053,2001,0
16053,2002,0
16053,2003,0
16053,2004,0
16053,2005,2
16053,2006,28
16053,2007,1
16053,2008,1
16053,2009,1
16053,2010,0
16053,2011,0
16053,2012,0
16053,2013,2
16053,2014,1
16053,2015,1
16053,2016,0
16053,2017,2
16053,2018,2
16053,2019,0
16053,2020,1
16053,2021,0
16055,2000,0
16055,2001,0
16055,2002,0
16055,2003,0
16055,2004,0
16055,2005,0
16055,2006,0
16055,2007,0
16055,2008,0
16055,2009,2
16055,2010,0
16055,2011,0
16055,2012,0
16055,2013,0
16055,2014,0
16055,2015,0
16055,2016,2
16055,2017,8
16055,2018,0
16055,2019,0
16055,2020,0
16055,2021,0
16057,2000,0
16057,2001,0
16057,2002,0
16057,2003,0
16057,2004,0
16057,2005,0
16057,2006,0
16057,2007,0
16057,2008,0
16057,2009,1
16057,2010,0
16057,2011,0
16057,2012,0
16057,2013,0
16057,2014,0
16057,2015,0
16057,2016,1
16057,2017,0
16057,2018,0
16057,2019,0
16057,2020,0
16057,2021,0
16059,2000,0
16059,2001,0
16059,2002,0
16059,2003,0
16059,2004,0
16059,2005,0
16059,2006,2
16059,2007,1
16059,2008,0
16059,2009,0
16059,2010,0
16059,2011,0
16059,2012,0
16059,2013,0
16059,2014,0
16059,2015,0
16059,2016,0
16059,2017,0
16059,2018,1
16059,2019,0
16059,2020,0
16059,2021,0
16061,2000,0
16061,2001,0
16061,2002,0
16061,2003,0
16061,2004,0
16061,2005,0
16061,2006,0
16061,2007,0
16061,2008,0
16061,2009,0
16061,2010,0
16061,2011,0
16061,2012,0
16061,2013,0
16061,2014,0
16061,2015,0
16061,2016,0
16061,2017,0
16061,2018,0
16061,2019,0
16061,2020,0
16061,2021,0
16063,2000,0
16063,2001,0
16063,2002,0
16063,2003,0
16063,2004,0
16063,2005,2
16063,2006,17
16063,2007,1
16063,2008,0
16063,2009,0
16063,2010,0
16063,2011,0
16063,2012,0
16063,2013,1
16063,2014,1
16063,2015,0
16063,2016,0
16063,2017,1
16063,2018,0
16063,2019,0
16063,2020,1
16063,2021,0
16065,2000,0
16065,2001,0
16065,2002,0
16065,2003,0
16065,2004,0
16065,2005,0
16065,2006,5
16065,2007,0
16065,2008,0
16065,2009,1
16065,2010,0
16065,2011,0
16065,2012,0
16065,2013,0
16065,2014,0
16065,2015,0
16065,2016,0
16065,2017,0
16065,2018,0
16065,2019,0
16065,2020,0
16065,2021,0
16067,2000,0
16067,2001,0
16067,2002,0
16067,2003,0
16067,2004,0
16067,2005,0
16067,2006,8
16067,2007,0
16067,2008,0
16067,2009,0
16067,2010,0
16067,2011,0
16067,2012,0
16067,2013,0
16067,2014,0
16067,2015,1
16067,2016,0
16067,2017,0
16067,2018,1
16067,2019,0
16067,2020,0
16067,2021,0
16069,2000,0
16069,2001,0
16069,2002,0
16069,2003,0
16069,2004,0
16069,2005,0
16069,2006,0
16069,2007,0
16069,2008,0
16069,2009,1
16069,2010,0
16069,2011,0
16069,2012,0
16069,2013,1
16069,2014,0
16069,2015,0
16069,2016,2
16069,2017,0
16069,2018,0
16069,2019,0
16069,2020,0
16069,2021,0
16071,2000,0
16071,2001,0
16071,2002,0
16071,2003,0
16071,2004,1
16071,2005,0
16071,2006,7
16071,2007,6
16071,2008,1
16071,2009,0
16071,2010,0
16071,2011,0
16071,2012,1
16071,2013,0
16071,2014,0
16071,2015,0
16071,2016,0
16071,2017,6
16071,2018,1
16071,2019,1
16071,2020,0
16071,2021,0
16073,2000,0
16073,2001,0
16073,2002,0
16073,2003,0
16073,2004,1
16073,2005,3
16073,2006,82
16073,2007,9
16073,2008,4
16073,2009,5
16073,2010,0
16073,2011,0
16073,2012,3
16073,2013,11
16073,2014,4
16073,2015,0
16073,2016,1
16073,2017,13
16073,2018,5
16073,2019,4
16073,2020,3
16073,2021,9
16075,2000,0
16075,2001,0
16075,2002,0
16075,2003,0
16075,2004,0
16075,2005,2
16075,2006,38
16075,2007,7
16075,2008,3
16075,2009,3
16075,2010,0
16075,2011,0
16075,2012,1
16075,2013,11
16075,2014,5
16075,2015,1
16075,2016,1
16075,2017,7
16075,2018,4
16075,2019,4
16075,2020,1
16075,2021,4
16077,2000,0
16077,2001,0
16077,2002,0
16077,2003,0
16077,2004,0
16077,2005,0
16077,2006,31
16077,2007,0
16077,2008,0
16077,2009,0
16077,2010,0
16077,2011,0
16077,2012,0
16077,2013,0
16077,2014,0
16077,2015,0
16077,2016,0
16077,2017,0
16077,2018,0
16077,2019,0
16077,2020,0
16077,2021,0
16079,2000,0
16079,2001,0
16079,2002,0
16079,2003,0
16079,2004,0
16079,2005,0
16079,2006,1
16079,2007,0
16079,2008,0
16079,2009,1
16079,2010,0
16079,2011,0
16079,2012,0
16079,2013,0
16079,2014,0
16079,2015,0
16079,2016,0
16079,2017,1
16079,2018,0
16079,2019,1
16079,2020,0
16079,2021,0
16081,2000,0
16081,2001,0
16081,2002,0
16081,2003,0
16081,2004,0
16081,2005,0
16081,2006,5
16081,2007,0
16081,2008,0
16081,2009,1
16081,2010,0
16081,2011,0
16081,2012,1
16081,2013,0
16081,2014,0
16081,2015,0
16081,2016,0
16081,2017,0
16081,2018,0
16081,2019,0
16081,2020,0
16081,2021,0
16083,2000,0
16083,2001,0
16083,2002,0
16083,2003,0
16083,2004,0
16083,2005,2
16083,2006,23
16083,2007,1
16083,2008,0
16083,2009,2
16083,2010,0
16083,2011,0
16083,2012,2
16083,2013,2
16083,2014,1
16083,2015,1
16083,2016,1
16083,2017,5
16083,2018,1
16083,2019,2
16083,2020,1
16083,2021,1
16085,2000,0
16085,2001,0
16085,2002,0
16085,2003,0
16085,2004,0
16085,2005,0
16085,2006,3
16085,2007,0
16085,2008,1
16085,2009,2
16085,2010,0
16085,2011,0
16085,2012,1
16085,2013,1
16085,2014,0
16085,2015,0
16085,2016,0
16085,2017,3
16085,2018,1
16085,2019,0
16085,2020,1
16085,2021,2
16087,2000,0
16087,2001,0
16087,2002,0
16087,2003,0
16087,2004,0
16087,2005,1
16087,2006,12
16087,2007,4
16087,2008,4
16087,2009,2
16087,2010,0
16087,2011,0
16087,2012,2
16087,2013,6
16087,2014,6
16087,2015,2
16087,2016,0
16087,2017,6
16087,2018,0
16087,2019,3
16087,2020,1
16087,2021,2
17001,2000,0
17001,2001,0
17001,2002,0
17001,2003,0
17001,2004,1
17001,2005,1
17001,2006,1
17001,2007,0
17001,2008,0
17001,2009,0
17001,2010,0
17001,2011,0
17001,2012,1
17001,2013,0
17001,2014,0
17001,2015,0
17001,2016,0
17001,2017,0
17001,2018,0
17001,2019,0
17001,2020,0
17001,2021,0
17003,2000,0
17003,2001,0
17003,2002,1
17003,2003,0
17003,2004,0
17003,2005,0
17003,2006,0
17003,2007,0
17003,2008,0
17003,2009,0
17003,2010,0
17003,2011,0
17003,2012,0
17003,2013,1
17003,2014,0
17003,2015,0
17003,2016,0
17003,2017,0
17003,2018,0
17003,2019,0
17003,2020,0
17003,2021,0
17005,2000,0
17005,2001,0
17005,2002,16
17005,2003,1
17005,2004,1
17005,2005,0
17005,2006,0
17005,2007,3
17005,2008,1
17005,2009,0
17005,2010,0
17005,2011,0
17005,2012,0
17005,2013,0
17005,2014,0
17005,2015,4
17005,2016,0
17005,2017,2
17005,2018,4
17005,2019,0
17005,2020,0
17005,2021,0
17007,2000,0
17007,2001,0
17007,2002,2
17007,2003,1
17007,2004,0
17007,2005,4
17007,2006,4
17007,2007,8
17007,2008,0
17007,2009,0
17007,2010,0
17007,2011,0
17007,2012,6
17007,2013,7
17007,2014,1
17007,2015,3
17007,2016,2
17007,2017,8
17007,2018,4
17007,2019,0
17007,2020,1
17007,2021,2
17009,2000,0
17009,2001,0
17009,2002,1
17009,2003,0
17009,2004,0
17009,2005,2
17009,2006,0
17009,2007,0
17009,2008,0
17009,2009,0
17009,2010,0
17009,2011,0
17009,2012,0
17009,2013,1
17009,2014,0
17009,2015,0
17009,2016,0
17009,2017,0
17009,2018,0
17009,2019,0
17009,2020,0
17009,2021,0
17011,2000,0
17011,2001,0
17011,2002,11
17011,2003,1
17011,2004,1
17011,2005,1
17011,2006,0
17011,2007,1
17011,2008,0
17011,2009,0
17011,2010,0
17011,2011,0
17011,2012,0
17011,2013,2
17011,2014,1
17011,2015,0
17011,2016,1
17011,2017,2
17011,2018,2
17011,2019,0
17011,2020,0
17011,2021,0
17013,2000,0
17013,2001,0
17013,2002,6
17013,2003,2
17013,2004,1
17013,2005,0
17013,2006,2
17013,2007,1
17013,2008,1
17013,2009,0
17013,2010,1
17013,2011,0
17013,2012,0
17013,2013,1
17013,2014,1
17013,2015,2
17013,2016,0
17013,2017,1
17013,2018,1
17013,2019,0
17013,2020,0
17013,2021,1
17015,2000,0
17015,2001,0
17015,2002,1
17015,2003,0
17015,2004,2
17015,2005,1
17015,2006,4
17015,2007,2
17015,2008,1
17015,2009,0
17015,2010,0
17015,2011,0
17015,2012,1
17015,2013,1
17015,2014,0
17015,2015,0
17015,2016,2
17015,2017,0
17015,2018,3
17015,2019,0
17015,2020,0
17015,2021,0
17017,2000,0
17017,2001,0
17017,2002,11
17017,2003,2
17017,2004,1
17017,2005,2
17017,2006,1
17017,2007,1
17017,2008,0
17017,2009,0
17017,2010,0
17017,2011,0
17017,2012,3
17017,2013,1
17017,2014,0
17017,2015,3
17017,2016,2
17017,2017,0
17017,2018,1
17017,2019,1
17017,2020,0
17017,2021,0
17019,2000,0
17019,2001,0
17019,2002,5
17019,2003,3
17019,2004,0
17019,2005,4
17019,2006,5
17019,2007,1
17019,2008,0
17019,2009,0
17019,2010,0
17019,2011,0
17019,2012,1
17019,2013,3
17019,2014,0
17019,2015,0
17019,2016,2
17019,2017,0
17019,2018,2
17019,2019,0
17019,2020,0
17019,2021,0
17021,2000,0
17021,2001,0
17021,2002,20
17021,2003,2
17021,2004,1
17021,2005,0
17021,2006,0
17021,2007,1
17021,2008,1
17021,2009,0
17021,2010,0
17021,2011,0
17021,2012,3
17021,2013,1
17021,2014,0
17021,2015,1
17021,2016,2
17021,2017,0
17021,2018,1
17021,2019,1
17021,2020,0
17021,2021,0
17023,2000,0
17023,2001,0
17023,2002,5
17023,2003,0
17023,2004,0
17023,2005,0
17023,2006,2
17023,2007,0
17023,2008,0
17023,2009,0
17023,2010,0
17023,2011,1
17023,2012,1
17023,2013,2
17023,2014,1
17023,2015,0
17023,2016,0
17023,2017,1
17023,2018,2
17023,2019,0
17023,2020,0
17023,2021,0
17025,2000,0
17025,2001,0
17025,2002,3
17025,2003,1
17025,2004,0
17025,2005,0
17025,2006,3
17025,2007,0
17025,2008,0
17025,2009,0
17025,2010,0
17025,2011,1
17025,2012,0
17025,2013,2
17025,2014,0
17025,2015,2
17025,2016,1
17025,2017,0
17025,2018,2
17025,2019,0
17025,2020,0
17025,2021,0
17027,2000,0
17027,2001,0
17027,2002,17
17027,2003,2
17027,2004,3
17027,2005,2
17027,2006,4
17027,2007,3
17027,2008,0
17027,2009,2
17027,2010,0
17027,2011,1
17027,2012,3
17027,2013,6
17027,2014,0
17027,2015,10
17027,2016,1
17027,2017,3
17027,2018,6
17027,2019,2
17027,2020,0
17027,2021,0
17029,2000,0
17029,2001,0
17029,2002,5
17029,2003,0
17029,2004,0
17029,2005,0
17029,2006,3
17029,2007,0
17029,2008,0
17029,2009,0
17029,2010,0
17029,2011,0
17029,2012,0
17029,2013,1
17029,2014,0
17029,2015,0
17029,2016,0
17029,2017,0
17029,2018,1
17029,2019,0
17029,2020,0
17029,2021,0
17031,2000,0
17031,2001,0
17031,2002,97
17031,2003,4
17031,2004,9
17031,2005,51
17031,2006,56
17031,2007,25
17031,2008,1
17031,2009,0
17031,2010,20
17031,2011,2
17031,2012,55
17031,2013,13
17031,2014,9
17031,2015,14
17031,2016,25
17031,2017,20
17031,2018,27
17031,2019,7
17031,2020,6
17031,2021,21
17033,2000,0
17033,2001,0
17033,2002,2
17033,2003,1
17033,2004,0
17033,2005,0
17033,2006,1
17033,2007,0
17033,2008,0
17033,2009,0
17033,2010,0
17033,2011,0
17033,2012,1
17033,2013,1
17033,2014,0
17033,2015,0
17033,2016,1
17033,2017,1
17033,2018,0
17033,2019,0
17033,2020,0
17033,2021,0
17035,2000,0
17035,2001,0
17035,2002,4
17035,2003,0
17035,2004,0
17035,2005,0
17035,2006,1
17035,2007,0
17035,2008,0
17035,2009,0
17035,2010,0
17035,2011,1
17035,2012,0
17035,2013,1
17035,2014,0
17035,2015,0
17035,2016,0
17035,2017,0
17035,2018,1
17035,2019,0
17035,2020,0
17035,2021,0
17037,2000,0
17037,2001,0
17037,2002,16
17037,2003,2
17037,2004,3
17037,2005,14
17037,2006,5
17037,2007,14
17037,2008,3
17037,2009,0
17037,2010,4
17037,2011,0
17037,2012,13
17037,2013,5
17037,2014,4
17037,2015,7
17037,2016,5
17037,2017,11
17037,2018,6
17037,2019,0
17037,2020,0
17037,2021,3
17039,2000,0
17039,2001,0
17039,2002,8
17039,2003,2
17039,2004,0
17039,2005,4
17039,2006,3
17039,2007,1
17039,2008,0
17039,2009,0
17039,2010,0
17039,2011,0
17039,2012,1
17039,2013,3
17039,2014,0
17039,2015,0
17039,2016,2
17039,2017,0
17039,2018,0
17039,2019,0
17039,2020,0
17039,2021,0
17041,2000,0
17041,2001,0
17041,2002,6
17041,2003,4
17041,2004,0
17041,2005,0
17041,2006,4
17041,2007,0
17041,2008,0
17041,2009,0
17041,2010,1
17041,2011,1
17041,2012,0
17041,2013,3
17041,2014,0
17041,2015,0
17041,2016,0
17041,2017,0
17041,2018,4
17041,2019,0
17041,2020,0
17041,2021,0
17043,2000,0
17043,2001,0
17043,2002,421
17043,2003,16
17043,2004,15
17043,2005,87
17043,2006,62
17043,2007,35
17043,2008,8
17043,2009,1
17043,2010,27
17043,2011,17
17043,2012,138
17043,2013,46
17043,2014,26
17043,2015,26
17043,2016,74
17043,2017,44
17043,2018,83
17043,2019,10
17043,2020,30
17043,2021,31
17045,2000,0
17045,2001,0
17045,2002,4
17045,2003,2
17045,2004,0
17045,2005,0
17045,2006,1
17045,2007,0
17045,2008,0
17045,2009,0
17045,2010,1
17045,2011,1
17045,2012,0
17045,2013,3
17045,2014,0
17045,2015,0
17045,2016,0
17045,2017,0
17045,2018,3
17045,2019,0
17045,2020,0
17045,2021,0
17047,2000,0
17047,2001,0
17047,2002,1
17047,2003,1
17047,2004,0
17047,2005,0
17047,2006,1
17047,2007,0
17047,2008,0
17047,2009,0
17047,2010,0
17047,2011,0
17047,2012,0
17047,2013,2
17047,2014,0
17047,2015,1
17047,2016,1
17047,2017,0
17047,2018,0
17047,2019,0
17047,2020,0
17047,2021,0
17049,2000,0
17049,2001,0
17049,2002,2
17049,2003,0
17049,2004,0
17049,2005,0
17049,2006,0
17049,2007,0
17049,2008,0
17049,2009,0
17049,2010,0
17049,2011,0
17049,2012,0
17049,2013,1
17049,2014,0
17049,2015,2
17049,2016,0
17049,2017,0
17049,2018,0
17049,2019,0
17049,2020,0
17049,2021,0
17051,2000,0
17051,2001,0
17051,2002,8
17051,2003,0
17051,2004,1
17051,2005,0
17051,2006,3
17051,2007,1
17051,2008,1
17051,2009,0
17051,2010,0
17051,2011,1
17051,2012,2
17051,2013,2
17051,2014,0
17051,2015,0
17051,2016,0
17051,2017,0
17051,2018,4
17051,2019,0
17051,2020,0
17051,2021,0
17053,2000,0
17053,2001,0
17053,2002,5
17053,2003,2
17053,2004,1
17053,2005,6
17053,2006,5
17053,2007,1
17053,2008,0
17053,2009,0
17053,2010,1
17053,2011,0
17053,2012,3
17053,2013,4
17053,2014,0
17053,2015,1
17053,2016,3
17053,2017,2
17053,2018,2
17053,2019,0
17053,2020,0
17053,2021,0
17055,2000,0
17055,2001,0
17055,2002,5
17055,2003,0
17055,2004,0
17055,2005,0
17055,2006,1
17055,2007,2
17055,2008,0
17055,2009,1
17055,2010,0
17055,2011,0
17055,2012,1
17055,2013,5
17055,2014,0
17055,2015,0
17055,2016,1
17055,2017,1
17055,2018,1
17055,2019,0
17055,2020,0
17055,2021,1
17057,2000,0
17057,2001,0
17057,2002,7
17057,2003,1
17057,2004,0
17057,2005,6
17057,2006,1
17057,2007,0
17057,2008,0
17057,2009,1
17057,2010,2
