"fips","county","state","location","year","count"
"21207","Russell","Kentucky","Kentucky-Russell","2012",0
"21207","Russell","Kentucky","Kentucky-Russell","2013",0
"21207","Russell","Kentucky","Kentucky-Russell","2014",0
"21207","Russell","Kentucky","Kentucky-Russell","2015",0
"21207","Russell","Kentucky","Kentucky-Russell","2016",0
"21207","Russell","Kentucky","Kentucky-Russell","2017",0
"21207","Russell","Kentucky","Kentucky-Russell","2018",0
"21207","Russell","Kentucky","Kentucky-Russell","2019",0
"21207","Russell","Kentucky","Kentucky-Russell","2020",0
"21207","Russell","Kentucky","Kentucky-Russell","2021",0
"21209","Scott","Kentucky","Kentucky-Scott","2000",0
"21209","Scott","Kentucky","Kentucky-Scott","2001",0
"21209","Scott","Kentucky","Kentucky-Scott","2002",0
"21209","Scott","Kentucky","Kentucky-Scott","2003",0
"21209","Scott","Kentucky","Kentucky-Scott","2004",0
"21209","Scott","Kentucky","Kentucky-Scott","2005",0
"21209","Scott","Kentucky","Kentucky-Scott","2006",0
"21209","Scott","Kentucky","Kentucky-Scott","2007",0
"21209","Scott","Kentucky","Kentucky-Scott","2008",0
"21209","Scott","Kentucky","Kentucky-Scott","2009",0
"21209","Scott","Kentucky","Kentucky-Scott","2010",0
"21209","Scott","Kentucky","Kentucky-Scott","2011",0
"21209","Scott","Kentucky","Kentucky-Scott","2012",0
"21209","Scott","Kentucky","Kentucky-Scott","2013",0
"21209","Scott","Kentucky","Kentucky-Scott","2014",0
"21209","Scott","Kentucky","Kentucky-Scott","2015",0
"21209","Scott","Kentucky","Kentucky-Scott","2016",0
"21209","Scott","Kentucky","Kentucky-Scott","2017",0
"21209","Scott","Kentucky","Kentucky-Scott","2018",0
"21209","Scott","Kentucky","Kentucky-Scott","2019",0
"21209","Scott","Kentucky","Kentucky-Scott","2020",0
"21209","Scott","Kentucky","Kentucky-Scott","2021",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2000",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2001",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2002",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2003",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2004",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2005",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2006",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2007",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2008",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2009",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2010",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2011",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2012",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2013",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2014",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2015",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2016",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2017",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2018",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2019",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2020",0
"21211","Shelby","Kentucky","Kentucky-Shelby","2021",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2000",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2001",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2002",1
"21213","Simpson","Kentucky","Kentucky-Simpson","2003",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2004",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2005",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2006",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2007",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2008",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2009",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2010",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2011",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2012",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2013",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2014",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2015",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2016",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2017",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2018",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2019",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2020",0
"21213","Simpson","Kentucky","Kentucky-Simpson","2021",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2000",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2001",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2002",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2003",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2004",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2005",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2006",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2007",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2008",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2009",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2010",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2011",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2012",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2013",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2014",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2015",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2016",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2017",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2018",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2019",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2020",0
"21215","Spencer","Kentucky","Kentucky-Spencer","2021",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2000",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2001",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2002",1
"21217","Taylor","Kentucky","Kentucky-Taylor","2003",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2004",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2005",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2006",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2007",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2008",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2009",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2010",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2011",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2012",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2013",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2014",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2015",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2016",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2017",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2018",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2019",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2020",0
"21217","Taylor","Kentucky","Kentucky-Taylor","2021",0
"21219","Todd","Kentucky","Kentucky-Todd","2000",0
"21219","Todd","Kentucky","Kentucky-Todd","2001",0
"21219","Todd","Kentucky","Kentucky-Todd","2002",0
"21219","Todd","Kentucky","Kentucky-Todd","2003",0
"21219","Todd","Kentucky","Kentucky-Todd","2004",0
"21219","Todd","Kentucky","Kentucky-Todd","2005",0
"21219","Todd","Kentucky","Kentucky-Todd","2006",0
"21219","Todd","Kentucky","Kentucky-Todd","2007",0
"21219","Todd","Kentucky","Kentucky-Todd","2008",0
"21219","Todd","Kentucky","Kentucky-Todd","2009",0
"21219","Todd","Kentucky","Kentucky-Todd","2010",0
"21219","Todd","Kentucky","Kentucky-Todd","2011",0
"21219","Todd","Kentucky","Kentucky-Todd","2012",0
"21219","Todd","Kentucky","Kentucky-Todd","2013",0
"21219","Todd","Kentucky","Kentucky-Todd","2014",0
"21219","Todd","Kentucky","Kentucky-Todd","2015",0
"21219","Todd","Kentucky","Kentucky-Todd","2016",0
"21219","Todd","Kentucky","Kentucky-Todd","2017",0
"21219","Todd","Kentucky","Kentucky-Todd","2018",0
"21219","Todd","Kentucky","Kentucky-Todd","2019",0
"21219","Todd","Kentucky","Kentucky-Todd","2020",0
"21219","Todd","Kentucky","Kentucky-Todd","2021",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2000",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2001",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2002",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2003",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2004",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2005",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2006",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2007",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2008",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2009",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2010",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2011",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2012",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2013",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2014",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2015",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2016",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2017",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2018",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2019",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2020",0
"21221","Trigg","Kentucky","Kentucky-Trigg","2021",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2000",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2001",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2002",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2003",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2004",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2005",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2006",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2007",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2008",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2009",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2010",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2011",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2012",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2013",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2014",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2015",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2016",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2017",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2018",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2019",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2020",0
"21223","Trimble","Kentucky","Kentucky-Trimble","2021",0
"21225","Union","Kentucky","Kentucky-Union","2000",0
"21225","Union","Kentucky","Kentucky-Union","2001",0
"21225","Union","Kentucky","Kentucky-Union","2002",2
"21225","Union","Kentucky","Kentucky-Union","2003",0
"21225","Union","Kentucky","Kentucky-Union","2004",0
"21225","Union","Kentucky","Kentucky-Union","2005",0
"21225","Union","Kentucky","Kentucky-Union","2006",0
"21225","Union","Kentucky","Kentucky-Union","2007",0
"21225","Union","Kentucky","Kentucky-Union","2008",0
"21225","Union","Kentucky","Kentucky-Union","2009",0
"21225","Union","Kentucky","Kentucky-Union","2010",0
"21225","Union","Kentucky","Kentucky-Union","2011",0
"21225","Union","Kentucky","Kentucky-Union","2012",0
"21225","Union","Kentucky","Kentucky-Union","2013",0
"21225","Union","Kentucky","Kentucky-Union","2014",0
"21225","Union","Kentucky","Kentucky-Union","2015",0
"21225","Union","Kentucky","Kentucky-Union","2016",0
"21225","Union","Kentucky","Kentucky-Union","2017",0
"21225","Union","Kentucky","Kentucky-Union","2018",0
"21225","Union","Kentucky","Kentucky-Union","2019",0
"21225","Union","Kentucky","Kentucky-Union","2020",0
"21225","Union","Kentucky","Kentucky-Union","2021",0
"21227","Warren","Kentucky","Kentucky-Warren","2000",0
"21227","Warren","Kentucky","Kentucky-Warren","2001",0
"21227","Warren","Kentucky","Kentucky-Warren","2002",0
"21227","Warren","Kentucky","Kentucky-Warren","2003",0
"21227","Warren","Kentucky","Kentucky-Warren","2004",0
"21227","Warren","Kentucky","Kentucky-Warren","2005",0
"21227","Warren","Kentucky","Kentucky-Warren","2006",0
"21227","Warren","Kentucky","Kentucky-Warren","2007",0
"21227","Warren","Kentucky","Kentucky-Warren","2008",0
"21227","Warren","Kentucky","Kentucky-Warren","2009",0
"21227","Warren","Kentucky","Kentucky-Warren","2010",0
"21227","Warren","Kentucky","Kentucky-Warren","2011",0
"21227","Warren","Kentucky","Kentucky-Warren","2012",0
"21227","Warren","Kentucky","Kentucky-Warren","2013",0
"21227","Warren","Kentucky","Kentucky-Warren","2014",0
"21227","Warren","Kentucky","Kentucky-Warren","2015",1
"21227","Warren","Kentucky","Kentucky-Warren","2016",0
"21227","Warren","Kentucky","Kentucky-Warren","2017",0
"21227","Warren","Kentucky","Kentucky-Warren","2018",0
"21227","Warren","Kentucky","Kentucky-Warren","2019",1
"21227","Warren","Kentucky","Kentucky-Warren","2020",0
"21227","Warren","Kentucky","Kentucky-Warren","2021",0
"21229","Washington","Kentucky","Kentucky-Washington","2000",0
"21229","Washington","Kentucky","Kentucky-Washington","2001",0
"21229","Washington","Kentucky","Kentucky-Washington","2002",0
"21229","Washington","Kentucky","Kentucky-Washington","2003",0
"21229","Washington","Kentucky","Kentucky-Washington","2004",0
"21229","Washington","Kentucky","Kentucky-Washington","2005",0
"21229","Washington","Kentucky","Kentucky-Washington","2006",0
"21229","Washington","Kentucky","Kentucky-Washington","2007",0
"21229","Washington","Kentucky","Kentucky-Washington","2008",0
"21229","Washington","Kentucky","Kentucky-Washington","2009",0
"21229","Washington","Kentucky","Kentucky-Washington","2010",0
"21229","Washington","Kentucky","Kentucky-Washington","2011",0
"21229","Washington","Kentucky","Kentucky-Washington","2012",0
"21229","Washington","Kentucky","Kentucky-Washington","2013",0
"21229","Washington","Kentucky","Kentucky-Washington","2014",0
"21229","Washington","Kentucky","Kentucky-Washington","2015",0
"21229","Washington","Kentucky","Kentucky-Washington","2016",0
"21229","Washington","Kentucky","Kentucky-Washington","2017",0
"21229","Washington","Kentucky","Kentucky-Washington","2018",0
"21229","Washington","Kentucky","Kentucky-Washington","2019",0
"21229","Washington","Kentucky","Kentucky-Washington","2020",0
"21229","Washington","Kentucky","Kentucky-Washington","2021",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2000",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2001",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2002",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2003",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2004",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2005",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2006",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2007",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2008",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2009",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2010",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2011",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2012",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2013",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2014",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2015",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2016",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2017",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2018",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2019",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2020",0
"21231","Wayne","Kentucky","Kentucky-Wayne","2021",0
"21233","Webster","Kentucky","Kentucky-Webster","2000",0
"21233","Webster","Kentucky","Kentucky-Webster","2001",0
"21233","Webster","Kentucky","Kentucky-Webster","2002",0
"21233","Webster","Kentucky","Kentucky-Webster","2003",0
"21233","Webster","Kentucky","Kentucky-Webster","2004",0
"21233","Webster","Kentucky","Kentucky-Webster","2005",0
"21233","Webster","Kentucky","Kentucky-Webster","2006",0
"21233","Webster","Kentucky","Kentucky-Webster","2007",0
"21233","Webster","Kentucky","Kentucky-Webster","2008",0
"21233","Webster","Kentucky","Kentucky-Webster","2009",0
"21233","Webster","Kentucky","Kentucky-Webster","2010",0
"21233","Webster","Kentucky","Kentucky-Webster","2011",0
"21233","Webster","Kentucky","Kentucky-Webster","2012",0
"21233","Webster","Kentucky","Kentucky-Webster","2013",0
"21233","Webster","Kentucky","Kentucky-Webster","2014",0
"21233","Webster","Kentucky","Kentucky-Webster","2015",0
"21233","Webster","Kentucky","Kentucky-Webster","2016",0
"21233","Webster","Kentucky","Kentucky-Webster","2017",0
"21233","Webster","Kentucky","Kentucky-Webster","2018",0
"21233","Webster","Kentucky","Kentucky-Webster","2019",0
"21233","Webster","Kentucky","Kentucky-Webster","2020",0
"21233","Webster","Kentucky","Kentucky-Webster","2021",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2000",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2001",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2002",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2003",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2004",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2005",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2006",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2007",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2008",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2009",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2010",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2011",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2012",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2013",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2014",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2015",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2016",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2017",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2018",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2019",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2020",0
"21235","Whitley","Kentucky","Kentucky-Whitley","2021",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2000",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2001",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2002",2
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2003",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2004",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2005",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2006",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2007",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2008",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2009",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2010",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2011",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2012",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2013",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2014",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2015",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2016",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2017",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2018",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2019",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2020",0
"21237","Wolfe","Kentucky","Kentucky-Wolfe","2021",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2000",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2001",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2002",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2003",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2004",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2005",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2006",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2007",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2008",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2009",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2010",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2011",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2012",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2013",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2014",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2015",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2016",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2017",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2018",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2019",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2020",0
"21239","Woodford","Kentucky","Kentucky-Woodford","2021",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2000",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2001",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2002",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2003",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2004",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2005",1
"22001","Acadia","Louisiana","Louisiana-Acadia","2006",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2007",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2008",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2009",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2010",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2011",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2012",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2013",1
"22001","Acadia","Louisiana","Louisiana-Acadia","2014",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2015",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2016",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2017",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2018",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2019",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2020",0
"22001","Acadia","Louisiana","Louisiana-Acadia","2021",0
"22003","Allen","Louisiana","Louisiana-Allen","2000",0
"22003","Allen","Louisiana","Louisiana-Allen","2001",0
"22003","Allen","Louisiana","Louisiana-Allen","2002",0
"22003","Allen","Louisiana","Louisiana-Allen","2003",0
"22003","Allen","Louisiana","Louisiana-Allen","2004",0
"22003","Allen","Louisiana","Louisiana-Allen","2005",0
"22003","Allen","Louisiana","Louisiana-Allen","2006",0
"22003","Allen","Louisiana","Louisiana-Allen","2007",0
"22003","Allen","Louisiana","Louisiana-Allen","2008",0
"22003","Allen","Louisiana","Louisiana-Allen","2009",1
"22003","Allen","Louisiana","Louisiana-Allen","2010",0
"22003","Allen","Louisiana","Louisiana-Allen","2011",0
"22003","Allen","Louisiana","Louisiana-Allen","2012",1
"22003","Allen","Louisiana","Louisiana-Allen","2013",0
"22003","Allen","Louisiana","Louisiana-Allen","2014",0
"22003","Allen","Louisiana","Louisiana-Allen","2015",0
"22003","Allen","Louisiana","Louisiana-Allen","2016",1
"22003","Allen","Louisiana","Louisiana-Allen","2017",1
"22003","Allen","Louisiana","Louisiana-Allen","2018",0
"22003","Allen","Louisiana","Louisiana-Allen","2019",0
"22003","Allen","Louisiana","Louisiana-Allen","2020",0
"22003","Allen","Louisiana","Louisiana-Allen","2021",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2000",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2001",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2002",6
"22005","Ascension","Louisiana","Louisiana-Ascension","2003",2
"22005","Ascension","Louisiana","Louisiana-Ascension","2004",1
"22005","Ascension","Louisiana","Louisiana-Ascension","2005",3
"22005","Ascension","Louisiana","Louisiana-Ascension","2006",10
"22005","Ascension","Louisiana","Louisiana-Ascension","2007",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2008",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2009",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2010",2
"22005","Ascension","Louisiana","Louisiana-Ascension","2011",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2012",3
"22005","Ascension","Louisiana","Louisiana-Ascension","2013",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2014",4
"22005","Ascension","Louisiana","Louisiana-Ascension","2015",2
"22005","Ascension","Louisiana","Louisiana-Ascension","2016",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2017",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2018",4
"22005","Ascension","Louisiana","Louisiana-Ascension","2019",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2020",0
"22005","Ascension","Louisiana","Louisiana-Ascension","2021",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2000",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2001",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2002",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2003",1
"22007","Assumption","Louisiana","Louisiana-Assumption","2004",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2005",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2006",1
"22007","Assumption","Louisiana","Louisiana-Assumption","2007",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2008",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2009",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2010",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2011",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2012",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2013",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2014",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2015",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2016",1
"22007","Assumption","Louisiana","Louisiana-Assumption","2017",1
"22007","Assumption","Louisiana","Louisiana-Assumption","2018",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2019",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2020",0
"22007","Assumption","Louisiana","Louisiana-Assumption","2021",0
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2000",0
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2001",0
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2002",2
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2003",0
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2004",0
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2005",0
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2006",1
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2007",1
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2008",1
"22009","Avoyelles","Louisiana","Louisiana-Avoyelles","2009",0
