,fips,year,Total Amount,AVG_shifted
19,5127,2019,0.0,0.3333333333333333
20,5127,2020,0.0,0.0
21,5127,2021,0.0,0.0
0,5129,2000,0.0,
1,5129,2001,0.0,0.0
2,5129,2002,0.0,0.0
3,5129,2003,0.14285714285714285,0.0
4,5129,2004,0.0,0.14285714285714285
5,5129,2005,0.0,0.0
6,5129,2006,0.0,0.0
7,5129,2007,0.0,0.0
8,5129,2008,0.0,0.0
9,5129,2009,0.0,0.0
10,5129,2010,0.0,0.0
11,5129,2011,0.0,0.0
12,5129,2012,0.0,0.0
13,5129,2013,0.14285714285714285,0.0
14,5129,2014,0.0,0.14285714285714285
15,5129,2015,0.0,0.0
16,5129,2016,0.0,0.0
17,5129,2017,0.14285714285714285,0.0
18,5129,2018,0.0,0.14285714285714285
19,5129,2019,0.0,0.0
20,5129,2020,0.0,0.0
21,5129,2021,0.14285714285714285,0.0
0,5131,2000,0.0,
1,5131,2001,0.0,0.0
2,5131,2002,0.0,0.0
3,5131,2003,0.3333333333333333,0.0
4,5131,2004,0.16666666666666666,0.3333333333333333
5,5131,2005,0.16666666666666666,0.16666666666666666
6,5131,2006,0.0,0.16666666666666666
7,5131,2007,0.5,0.0
8,5131,2008,0.16666666666666666,0.5
9,5131,2009,0.16666666666666666,0.16666666666666666
10,5131,2010,0.0,0.16666666666666666
11,5131,2011,0.0,0.0
12,5131,2012,0.16666666666666666,0.0
13,5131,2013,0.3333333333333333,0.16666666666666666
14,5131,2014,0.0,0.3333333333333333
15,5131,2015,0.16666666666666666,0.0
16,5131,2016,0.0,0.16666666666666666
17,5131,2017,0.16666666666666666,0.0
18,5131,2018,0.0,0.16666666666666666
19,5131,2019,0.0,0.0
20,5131,2020,0.0,0.0
21,5131,2021,0.0,0.0
0,5133,2000,0.0,
1,5133,2001,0.0,0.0
2,5133,2002,0.0,0.0
3,5133,2003,0.25,0.0
4,5133,2004,0.0,0.25
5,5133,2005,0.0,0.0
6,5133,2006,0.0,0.0
7,5133,2007,0.0,0.0
8,5133,2008,0.0,0.0
9,5133,2009,0.0,0.0
10,5133,2010,0.0,0.0
11,5133,2011,0.0,0.0
12,5133,2012,0.0,0.0
13,5133,2013,0.0,0.0
14,5133,2014,0.25,0.0
15,5133,2015,0.0,0.25
16,5133,2016,0.25,0.0
17,5133,2017,0.0,0.25
18,5133,2018,0.0,0.0
19,5133,2019,0.0,0.0
20,5133,2020,0.0,0.0
21,5133,2021,0.0,0.0
0,5135,2000,0.0,
1,5135,2001,0.0,0.0
2,5135,2002,0.3333333333333333,0.0
3,5135,2003,0.0,0.3333333333333333
4,5135,2004,0.16666666666666666,0.0
5,5135,2005,0.0,0.16666666666666666
6,5135,2006,0.16666666666666666,0.0
7,5135,2007,0.0,0.16666666666666666
8,5135,2008,0.16666666666666666,0.0
9,5135,2009,0.16666666666666666,0.16666666666666666
10,5135,2010,0.0,0.16666666666666666
11,5135,2011,0.0,0.0
12,5135,2012,0.16666666666666666,0.0
13,5135,2013,0.0,0.16666666666666666
14,5135,2014,0.16666666666666666,0.0
15,5135,2015,0.0,0.16666666666666666
16,5135,2016,0.0,0.0
17,5135,2017,0.0,0.0
18,5135,2018,0.0,0.0
19,5135,2019,0.0,0.0
20,5135,2020,0.0,0.0
21,5135,2021,0.0,0.0
0,5137,2000,0.0,
1,5137,2001,0.0,0.0
2,5137,2002,0.16666666666666666,0.0
3,5137,2003,0.16666666666666666,0.16666666666666666
4,5137,2004,0.16666666666666666,0.16666666666666666
5,5137,2005,0.0,0.16666666666666666
6,5137,2006,0.3333333333333333,0.0
7,5137,2007,0.0,0.3333333333333333
8,5137,2008,0.16666666666666666,0.0
9,5137,2009,0.16666666666666666,0.16666666666666666
10,5137,2010,0.0,0.16666666666666666
11,5137,2011,0.0,0.0
12,5137,2012,0.0,0.0
13,5137,2013,0.0,0.0
14,5137,2014,0.16666666666666666,0.0
15,5137,2015,0.0,0.16666666666666666
16,5137,2016,0.0,0.0
17,5137,2017,0.0,0.0
18,5137,2018,0.0,0.0
19,5137,2019,0.0,0.0
20,5137,2020,0.0,0.0
21,5137,2021,0.0,0.0
0,5139,2000,0.0,
1,5139,2001,0.0,0.0
2,5139,2002,0.5,0.0
3,5139,2003,0.75,0.5
4,5139,2004,0.375,0.75
5,5139,2005,0.25,0.375
6,5139,2006,0.125,0.25
7,5139,2007,0.125,0.125
8,5139,2008,0.0,0.125
9,5139,2009,0.0,0.0
10,5139,2010,0.375,0.0
11,5139,2011,0.0,0.375
12,5139,2012,1.125,0.0
13,5139,2013,0.125,1.125
14,5139,2014,0.125,0.125
15,5139,2015,0.5,0.125
16,5139,2016,0.375,0.5
17,5139,2017,0.5,0.375
18,5139,2018,0.125,0.5
19,5139,2019,0.125,0.125
20,5139,2020,0.0,0.125
21,5139,2021,0.125,0.0
0,5141,2000,0.0,
1,5141,2001,0.0,0.0
2,5141,2002,0.16666666666666666,0.0
3,5141,2003,0.3333333333333333,0.16666666666666666
4,5141,2004,0.0,0.3333333333333333
5,5141,2005,0.16666666666666666,0.0
6,5141,2006,0.3333333333333333,0.16666666666666666
7,5141,2007,0.0,0.3333333333333333
8,5141,2008,0.0,0.0
9,5141,2009,0.0,0.0
10,5141,2010,0.0,0.0
11,5141,2011,0.0,0.0
12,5141,2012,0.16666666666666666,0.0
13,5141,2013,0.0,0.16666666666666666
14,5141,2014,0.0,0.0
15,5141,2015,0.0,0.0
16,5141,2016,0.0,0.0
17,5141,2017,0.0,0.0
18,5141,2018,0.0,0.0
19,5141,2019,0.0,0.0
20,5141,2020,0.0,0.0
21,5141,2021,0.16666666666666666,0.0
0,5143,2000,0.0,
1,5143,2001,0.0,0.0
2,5143,2002,0.0,0.0
3,5143,2003,0.25,0.0
4,5143,2004,0.0,0.25
5,5143,2005,0.5,0.0
6,5143,2006,0.0,0.5
7,5143,2007,0.0,0.0
8,5143,2008,0.0,0.0
9,5143,2009,0.5,0.0
10,5143,2010,0.0,0.5
11,5143,2011,0.0,0.0
12,5143,2012,0.75,0.0
13,5143,2013,0.25,0.75
14,5143,2014,0.0,0.25
15,5143,2015,0.0,0.0
16,5143,2016,0.0,0.0
17,5143,2017,0.25,0.0
18,5143,2018,0.0,0.25
19,5143,2019,0.0,0.0
20,5143,2020,0.0,0.0
21,5143,2021,0.0,0.0
0,5145,2000,0.0,
1,5145,2001,0.0,0.0
2,5145,2002,0.2857142857142857,0.0
3,5145,2003,0.14285714285714285,0.2857142857142857
4,5145,2004,0.0,0.14285714285714285
5,5145,2005,0.0,0.0
6,5145,2006,0.14285714285714285,0.0
7,5145,2007,0.0,0.14285714285714285
8,5145,2008,0.14285714285714285,0.0
9,5145,2009,0.14285714285714285,0.14285714285714285
10,5145,2010,0.0,0.14285714285714285
11,5145,2011,0.0,0.0
12,5145,2012,0.42857142857142855,0.0
13,5145,2013,0.0,0.42857142857142855
14,5145,2014,0.14285714285714285,0.0
15,5145,2015,0.14285714285714285,0.14285714285714285
16,5145,2016,0.14285714285714285,0.14285714285714285
17,5145,2017,0.14285714285714285,0.14285714285714285
18,5145,2018,0.0,0.14285714285714285
19,5145,2019,0.0,0.0
20,5145,2020,0.0,0.0
21,5145,2021,0.0,0.0
0,5147,2000,0.0,
1,5147,2001,0.0,0.0
2,5147,2002,0.0,0.0
3,5147,2003,0.0,0.0
4,5147,2004,0.0,0.0
5,5147,2005,0.0,0.0
6,5147,2006,0.0,0.0
7,5147,2007,0.0,0.0
8,5147,2008,0.0,0.0
9,5147,2009,0.0,0.0
10,5147,2010,0.0,0.0
11,5147,2011,0.0,0.0
12,5147,2012,0.16666666666666666,0.0
13,5147,2013,0.0,0.16666666666666666
14,5147,2014,0.16666666666666666,0.0
15,5147,2015,0.16666666666666666,0.16666666666666666
16,5147,2016,0.16666666666666666,0.16666666666666666
17,5147,2017,0.3333333333333333,0.16666666666666666
18,5147,2018,0.0,0.3333333333333333
19,5147,2019,0.0,0.0
20,5147,2020,0.0,0.0
21,5147,2021,0.0,0.0
0,5149,2000,0.0,
1,5149,2001,0.0,0.0
2,5149,2002,0.0,0.0
3,5149,2003,0.14285714285714285,0.0
4,5149,2004,0.2857142857142857,0.14285714285714285
5,5149,2005,0.14285714285714285,0.2857142857142857
6,5149,2006,0.0,0.14285714285714285
7,5149,2007,0.14285714285714285,0.0
8,5149,2008,0.0,0.14285714285714285
9,5149,2009,0.0,0.0
10,5149,2010,0.0,0.0
11,5149,2011,0.0,0.0
12,5149,2012,0.0,0.0
13,5149,2013,0.42857142857142855,0.0
14,5149,2014,0.14285714285714285,0.42857142857142855
15,5149,2015,0.0,0.14285714285714285
16,5149,2016,0.0,0.0
17,5149,2017,0.0,0.0
18,5149,2018,0.0,0.0
19,5149,2019,0.0,0.0
20,5149,2020,0.0,0.0
21,5149,2021,0.14285714285714285,0.0
0,6001,2000,0.0,
1,6001,2001,0.0,0.0
2,6001,2002,0.0,0.0
3,6001,2003,0.0,0.0
4,6001,2004,0.0,0.0
5,6001,2005,6.666666666666667,0.0
6,6001,2006,1.5,6.666666666666667
7,6001,2007,1.6666666666666667,1.5
8,6001,2008,2.6666666666666665,1.6666666666666667
9,6001,2009,3.8333333333333335,2.6666666666666665
10,6001,2010,3.1666666666666665,3.8333333333333335
11,6001,2011,2.3333333333333335,3.1666666666666665
12,6001,2012,3.6666666666666665,2.3333333333333335
13,6001,2013,3.1666666666666665,3.6666666666666665
14,6001,2014,6.666666666666667,3.1666666666666665
15,6001,2015,2.6666666666666665,6.666666666666667
16,6001,2016,5.833333333333333,2.6666666666666665
17,6001,2017,4.166666666666667,5.833333333333333
18,6001,2018,3.1666666666666665,4.166666666666667
19,6001,2019,3.1666666666666665,3.1666666666666665
20,6001,2020,5.5,3.1666666666666665
21,6001,2021,2.0,5.5
0,6003,2000,0.0,
1,6003,2001,0.0,0.0
2,6003,2002,0.0,0.0
3,6003,2003,0.0,0.0
4,6003,2004,0.0,0.0
5,6003,2005,1.0,0.0
6,6003,2006,1.0,1.0
7,6003,2007,0.0,1.0
8,6003,2008,0.0,0.0
9,6003,2009,0.0,0.0
10,6003,2010,0.0,0.0
11,6003,2011,0.3333333333333333,0.0
12,6003,2012,0.0,0.3333333333333333
13,6003,2013,0.0,0.0
14,6003,2014,0.0,0.0
15,6003,2015,0.0,0.0
16,6003,2016,0.8333333333333334,0.0
17,6003,2017,0.3333333333333333,0.8333333333333334
18,6003,2018,0.3333333333333333,0.3333333333333333
19,6003,2019,0.16666666666666666,0.3333333333333333
20,6003,2020,0.16666666666666666,0.16666666666666666
21,6003,2021,0.16666666666666666,0.16666666666666666
0,6005,2000,0.0,
1,6005,2001,0.0,0.0
2,6005,2002,0.0,0.0
3,6005,2003,0.0,0.0
4,6005,2004,0.4,0.0
5,6005,2005,12.0,0.4
6,6005,2006,1.6,12.0
7,6005,2007,2.2,1.6
8,6005,2008,2.4,2.2
9,6005,2009,1.6,2.4
10,6005,2010,2.4,1.6
11,6005,2011,1.0,2.4
12,6005,2012,4.4,1.0
13,6005,2013,2.4,4.4
14,6005,2014,3.2,2.4
15,6005,2015,1.0,3.2
16,6005,2016,6.4,1.0
17,6005,2017,2.2,6.4
18,6005,2018,4.0,2.2
19,6005,2019,1.8,4.0
20,6005,2020,1.6,1.8
21,6005,2021,2.0,1.6
0,6007,2000,0.0,
1,6007,2001,0.0,0.0
2,6007,2002,0.0,0.0
3,6007,2003,0.0,0.0
4,6007,2004,0.5,0.0
5,6007,2005,1.3333333333333333,0.5
6,6007,2006,0.8333333333333334,1.3333333333333333
7,6007,2007,0.8333333333333334,0.8333333333333334
8,6007,2008,0.16666666666666666,0.8333333333333334
9,6007,2009,0.0,0.16666666666666666
10,6007,2010,0.0,0.0
11,6007,2011,0.3333333333333333,0.0
12,6007,2012,1.8333333333333333,0.3333333333333333
13,6007,2013,1.6666666666666667,1.8333333333333333
14,6007,2014,1.8333333333333333,1.6666666666666667
15,6007,2015,2.8333333333333335,1.8333333333333333
16,6007,2016,3.6666666666666665,2.8333333333333335
17,6007,2017,0.5,3.6666666666666665
18,6007,2018,0.8333333333333334,0.5
19,6007,2019,0.16666666666666666,0.8333333333333334
20,6007,2020,0.3333333333333333,0.16666666666666666
21,6007,2021,0.16666666666666666,0.3333333333333333
0,6009,2000,0.0,
1,6009,2001,0.0,0.0
2,6009,2002,0.0,0.0
3,6009,2003,0.0,0.0
4,6009,2004,0.0,0.0
5,6009,2005,6.2,0.0
6,6009,2006,0.8,6.2
7,6009,2007,1.6,0.8
8,6009,2008,2.6,1.6
9,6009,2009,3.8,2.6
10,6009,2010,2.8,3.8
11,6009,2011,2.2,2.8
12,6009,2012,3.6,2.2
13,6009,2013,2.6,3.6
14,6009,2014,5.6,2.6
15,6009,2015,2.0,5.6
16,6009,2016,6.4,2.0
17,6009,2017,4.6,6.4
18,6009,2018,3.4,4.6
19,6009,2019,3.8,3.4
20,6009,2020,5.8,3.8
21,6009,2021,1.4,5.8
0,6011,2000,0.0,
1,6011,2001,0.0,0.0
2,6011,2002,0.0,0.0
3,6011,2003,0.0,0.0
4,6011,2004,0.2,0.0
5,6011,2005,1.8,0.2
6,6011,2006,2.0,1.8
7,6011,2007,1.8,2.0
8,6011,2008,0.2,1.8
9,6011,2009,0.0,0.2
10,6011,2010,0.2,0.0
11,6011,2011,0.4,0.2
12,6011,2012,3.0,0.4
13,6011,2013,3.2,3.0
14,6011,2014,4.6,3.2
15,6011,2015,7.4,4.6
16,6011,2016,5.8,7.4
17,6011,2017,1.6,5.8
18,6011,2018,3.8,1.6
19,6011,2019,0.4,3.8
20,6011,2020,1.4,0.4
21,6011,2021,2.2,1.4
0,6013,2000,0.0,
1,6013,2001,0.0,0.0
2,6013,2002,0.0,0.0
3,6013,2003,0.0,0.0
4,6013,2004,0.2857142857142857,0.0
5,6013,2005,9.0,0.2857142857142857
6,6013,2006,1.5714285714285714,9.0
7,6013,2007,1.8571428571428572,1.5714285714285714
8,6013,2008,2.0,1.8571428571428572
9,6013,2009,1.1428571428571428,2.0
10,6013,2010,2.0,1.1428571428571428
11,6013,2011,0.5714285714285714,2.0
12,6013,2012,3.7142857142857144,0.5714285714285714
13,6013,2013,2.2857142857142856,3.7142857142857144
14,6013,2014,3.0,2.2857142857142856
15,6013,2015,1.0,3.0
16,6013,2016,4.714285714285714,1.0
17,6013,2017,1.7142857142857142,4.714285714285714
18,6013,2018,2.857142857142857,1.7142857142857142
19,6013,2019,1.4285714285714286,2.857142857142857
20,6013,2020,1.1428571428571428,1.4285714285714286
21,6013,2021,1.5714285714285714,1.1428571428571428
0,6015,2000,0.0,
1,6015,2001,0.0,0.0
2,6015,2002,0.0,0.0
3,6015,2003,0.0,0.0
4,6015,2004,0.0,0.0
5,6015,2005,0.25,0.0
6,6015,2006,0.0,0.25
7,6015,2007,0.0,0.0
8,6015,2008,0.0,0.0
9,6015,2009,0.0,0.0
10,6015,2010,0.0,0.0
11,6015,2011,0.0,0.0
12,6015,2012,0.0,0.0
13,6015,2013,0.0,0.0
14,6015,2014,0.0,0.0
15,6015,2015,0.25,0.0
16,6015,2016,0.0,0.25
17,6015,2017,0.0,0.0
18,6015,2018,0.25,0.0
19,6015,2019,0.0,0.25
20,6015,2020,0.0,0.0
21,6015,2021,0.0,0.0
0,6017,2000,0.0,
1,6017,2001,0.0,0.0
2,6017,2002,0.0,0.0
3,6017,2003,0.0,0.0
4,6017,2004,0.4,0.0
5,6017,2005,11.6,0.4
6,6017,2006,2.6,11.6
7,6017,2007,2.0,2.6
8,6017,2008,2.0,2.0
9,6017,2009,0.0,2.0
10,6017,2010,2.0,0.0
11,6017,2011,0.6,2.0
12,6017,2012,5.6,0.6
13,6017,2013,1.2,5.6
14,6017,2014,2.8,1.2
15,6017,2015,0.6,2.8
16,6017,2016,6.0,0.6
17,6017,2017,0.8,6.0
18,6017,2018,4.0,0.8
19,6017,2019,1.2,4.0
20,6017,2020,1.4,1.2
21,6017,2021,1.4,1.4
0,6019,2000,0.0,
1,6019,2001,0.0,0.0
2,6019,2002,0.0,0.0
3,6019,2003,0.0,0.0
4,6019,2004,0.125,0.0
5,6019,2005,4.75,0.125
6,6019,2006,0.375,4.75
7,6019,2007,1.125,0.375
8,6019,2008,0.5,1.125
9,6019,2009,0.875,0.5
10,6019,2010,1.75,0.875
11,6019,2011,1.125,1.75
12,6019,2012,2.0,1.125
13,6019,2013,0.875,2.0
14,6019,2014,2.5,0.875
15,6019,2015,2.0,2.5
16,6019,2016,2.625,2.0
17,6019,2017,2.5,2.625
18,6019,2018,1.5,2.5
19,6019,2019,3.375,1.5
20,6019,2020,2.125,3.375
21,6019,2021,2.5,2.125
0,6021,2000,0.0,
1,6021,2001,0.0,0.0
2,6021,2002,0.0,0.0
3,6021,2003,0.0,0.0
4,6021,2004,0.4,0.0
5,6021,2005,1.0,0.4
6,6021,2006,1.2,1.0
7,6021,2007,2.0,1.2
8,6021,2008,0.4,2.0
9,6021,2009,0.0,0.4
10,6021,2010,0.2,0.0
11,6021,2011,0.4,0.2
12,6021,2012,1.0,0.4
13,6021,2013,2.6,1.0
14,6021,2014,2.8,2.6
15,6021,2015,6.0,2.8
16,6021,2016,3.4,6.0
17,6021,2017,0.6,3.4
18,6021,2018,1.8,0.6
19,6021,2019,0.6,1.8
20,6021,2020,1.2,0.6
21,6021,2021,1.8,1.2
0,6023,2000,0.0,
1,6023,2001,0.0,0.0
2,6023,2002,0.0,0.0
3,6023,2003,0.0,0.0
4,6023,2004,0.0,0.0
5,6023,2005,0.0,0.0
6,6023,2006,0.0,0.0
7,6023,2007,0.5,0.0
8,6023,2008,0.0,0.5
9,6023,2009,0.0,0.0
10,6023,2010,0.0,0.0
11,6023,2011,0.0,0.0
12,6023,2012,0.0,0.0
13,6023,2013,0.0,0.0
14,6023,2014,0.25,0.0
15,6023,2015,0.75,0.25
16,6023,2016,0.0,0.75
17,6023,2017,0.0,0.0
18,6023,2018,0.0,0.0
19,6023,2019,0.0,0.0
20,6023,2020,0.0,0.0
21,6023,2021,0.0,0.0
0,6025,2000,0.0,
1,6025,2001,0.0,0.0
2,6025,2002,0.0,0.0
3,6025,2003,0.25,0.0
4,6025,2004,10.75,0.25
5,6025,2005,15.25,10.75
6,6025,2006,1.25,15.25
7,6025,2007,6.5,1.25
8,6025,2008,18.0,6.5
9,6025,2009,1.5,18.0
10,6025,2010,0.0,1.5
11,6025,2011,1.5,0.0
12,6025,2012,4.0,1.5
13,6025,2013,6.5,4.0
14,6025,2014,4.75,6.5
15,6025,2015,30.5,4.75
16,6025,2016,6.75,30.5
17,6025,2017,5.0,6.75
18,6025,2018,3.25,5.0
19,6025,2019,2.5,3.25
20,6025,2020,2.5,2.5
21,6025,2021,1.5,2.5
0,6027,2000,0.0,
1,6027,2001,0.0,0.0
2,6027,2002,0.0,0.0
3,6027,2003,0.125,0.0
4,6027,2004,12.25,0.125
5,6027,2005,9.625,12.25
6,6027,2006,3.625,9.625
7,6027,2007,6.125,3.625
8,6027,2008,4.5,6.125
9,6027,2009,2.875,4.5
10,6027,2010,3.875,2.875
11,6027,2011,4.75,3.875
12,6027,2012,6.625,4.75
13,6027,2013,5.5,6.625
14,6027,2014,7.0,5.5
15,6027,2015,9.125,7.0
16,6027,2016,5.75,9.125
17,6027,2017,10.875,5.75
18,6027,2018,3.5,10.875
19,6027,2019,12.375,3.5
20,6027,2020,2.75,12.375
21,6027,2021,3.375,2.75
0,6029,2000,0.0,
1,6029,2001,0.0,0.0
2,6029,2002,0.125,0.0
3,6029,2003,0.0,0.125
4,6029,2004,23.875,0.0
5,6029,2005,8.75,23.875
6,6029,2006,1.375,8.75
7,6029,2007,4.75,1.375
8,6029,2008,16.625,4.75
9,6029,2009,2.375,16.625
10,6029,2010,2.0,2.375
11,6029,2011,6.625,2.0
12,6029,2012,18.375,6.625
13,6029,2013,15.75,18.375
14,6029,2014,28.75,15.75
15,6029,2015,37.875,28.75
16,6029,2016,17.875,37.875
17,6029,2017,35.25,17.875
18,6029,2018,6.25,35.25
19,6029,2019,6.5,6.25
20,6029,2020,10.5,6.5
21,6029,2021,3.625,10.5
0,6031,2000,0.0,
1,6031,2001,0.0,0.0
2,6031,2002,0.0,0.0
3,6031,2003,0.0,0.0
4,6031,2004,4.4,0.0
5,6031,2005,11.2,4.4
6,6031,2006,4.8,11.2
7,6031,2007,9.2,4.8
8,6031,2008,1.0,9.2
9,6031,2009,3.0,1.0
10,6031,2010,5.4,3.0
11,6031,2011,4.8,5.4
12,6031,2012,6.2,4.8
13,6031,2013,5.0,6.2
14,6031,2014,7.4,5.0
15,6031,2015,5.0,7.4
16,6031,2016,7.4,5.0
17,6031,2017,7.8,7.4
18,6031,2018,4.0,7.8
19,6031,2019,11.6,4.0
20,6031,2020,4.0,11.6
21,6031,2021,5.4,4.0
0,6033,2000,0.0,
1,6033,2001,0.0,0.0
2,6033,2002,0.0,0.0
3,6033,2003,0.0,0.0
4,6033,2004,0.16666666666666666,0.0
5,6033,2005,1.1666666666666667,0.16666666666666666
6,6033,2006,0.5,1.1666666666666667
7,6033,2007,1.0,0.5
8,6033,2008,0.0,1.0
9,6033,2009,0.0,0.0
10,6033,2010,0.0,0.0
11,6033,2011,0.16666666666666666,0.0
12,6033,2012,1.5,0.16666666666666666
13,6033,2013,0.5,1.5
14,6033,2014,1.6666666666666667,0.5
15,6033,2015,2.3333333333333335,1.6666666666666667
16,6033,2016,2.1666666666666665,2.3333333333333335
17,6033,2017,0.5,2.1666666666666665
18,6033,2018,1.8333333333333333,0.5
19,6033,2019,0.16666666666666666,1.8333333333333333
20,6033,2020,0.16666666666666666,0.16666666666666666
21,6033,2021,0.3333333333333333,0.16666666666666666
0,6035,2000,0.0,
1,6035,2001,0.0,0.0
2,6035,2002,0.0,0.0
3,6035,2003,0.2,0.0
4,6035,2004,0.8,0.2
5,6035,2005,0.2,0.8
6,6035,2006,2.2,0.2
7,6035,2007,0.8,2.2
8,6035,2008,0.0,0.8
9,6035,2009,0.0,0.0
10,6035,2010,0.0,0.0
11,6035,2011,0.0,0.0
12,6035,2012,0.2,0.0
13,6035,2013,0.2,0.2
14,6035,2014,0.6,0.2
15,6035,2015,0.6,0.6
16,6035,2016,0.4,0.6
17,6035,2017,2.8,0.4
18,6035,2018,0.2,2.8
19,6035,2019,0.0,0.2
20,6035,2020,0.4,0.0
21,6035,2021,0.4,0.4
0,6037,2000,0.0,
1,6037,2001,0.0,0.0
2,6037,2002,0.0,0.0
3,6037,2003,0.0,0.0
4,6037,2004,27.0,0.0
5,6037,2005,11.5,27.0
6,6037,2006,6.5,11.5
7,6037,2007,11.75,6.5
8,6037,2008,19.0,11.75
9,6037,2009,3.25,19.0
10,6037,2010,3.0,3.25
11,6037,2011,6.75,3.0
12,6037,2012,15.5,6.75
13,6037,2013,9.5,15.5
14,6037,2014,55.75,9.5
15,6037,2015,32.75,55.75
16,6037,2016,13.25,32.75
17,6037,2017,22.0,13.25
18,6037,2018,5.25,22.0
19,6037,2019,7.75,5.25
20,6037,2020,4.75,7.75
21,6037,2021,2.0,4.75
0,6039,2000,0.0,
1,6039,2001,0.0,0.0
2,6039,2002,0.0,0.0
3,6039,2003,0.0,0.0
4,6039,2004,0.8,0.0
5,6039,2005,4.0,0.8
6,6039,2006,0.6,4.0
7,6039,2007,0.8,0.6
8,6039,2008,0.6,0.8
9,6039,2009,1.4,0.6
10,6039,2010,2.6,1.4
11,6039,2011,1.0,2.6
12,6039,2012,4.0,1.0
13,6039,2013,1.0,4.0
14,6039,2014,3.0,1.0
15,6039,2015,1.2,3.0
16,6039,2016,2.6,1.2
17,6039,2017,3.0,2.6
18,6039,2018,2.2,3.0
19,6039,2019,5.6,2.2
20,6039,2020,3.0,5.6
21,6039,2021,3.2,3.0
0,6041,2000,0.0,
1,6041,2001,0.0,0.0
2,6041,2002,0.0,0.0
3,6041,2003,0.0,0.0
4,6041,2004,0.0,0.0
5,6041,2005,3.0,0.0
6,6041,2006,1.5,3.0
7,6041,2007,0.75,1.5
8,6041,2008,1.0,0.75
9,6041,2009,1.0,1.0
10,6041,2010,1.25,1.0
11,6041,2011,0.75,1.25
12,6041,2012,1.25,0.75
13,6041,2013,1.25,1.25
14,6041,2014,2.25,1.25
15,6041,2015,0.5,2.25
16,6041,2016,1.25,0.5
17,6041,2017,0.5,1.25
18,6041,2018,0.5,0.5
19,6041,2019,0.0,0.5
20,6041,2020,1.25,0.0
21,6041,2021,1.0,1.25
0,6043,2000,0.0,
1,6043,2001,0.0,0.0
2,6043,2002,0.0,0.0
3,6043,2003,0.0,0.0
4,6043,2004,0.0,0.0
5,6043,2005,7.5,0.0
6,6043,2006,0.25,7.5
7,6043,2007,1.75,0.25
8,6043,2008,2.5,1.75
9,6043,2009,3.75,2.5
10,6043,2010,3.5,3.75
11,6043,2011,2.25,3.5
12,6043,2012,6.0,2.25
13,6043,2013,2.5,6.0
14,6043,2014,6.0,2.5
15,6043,2015,3.0,6.0
16,6043,2016,6.75,3.0
17,6043,2017,5.25,6.75
18,6043,2018,3.25,5.25
19,6043,2019,5.5,3.25
20,6043,2020,9.25,5.5
21,6043,2021,2.5,9.25
0,6045,2000,0.0,
1,6045,2001,0.0,0.0
2,6045,2002,0.0,0.0
3,6045,2003,0.0,0.0
4,6045,2004,0.5,0.0
5,6045,2005,1.1666666666666667,0.5
6,6045,2006,0.3333333333333333,1.1666666666666667
7,6045,2007,0.6666666666666666,0.3333333333333333
8,6045,2008,0.16666666666666666,0.6666666666666666
9,6045,2009,0.0,0.16666666666666666
10,6045,2010,0.0,0.0
11,6045,2011,0.3333333333333333,0.0
12,6045,2012,0.5,0.3333333333333333
13,6045,2013,0.5,0.5
14,6045,2014,1.0,0.5
15,6045,2015,2.1666666666666665,1.0
16,6045,2016,1.1666666666666667,2.1666666666666665
17,6045,2017,0.0,1.1666666666666667
18,6045,2018,0.5,0.0
19,6045,2019,0.0,0.5
20,6045,2020,0.3333333333333333,0.0
21,6045,2021,0.16666666666666666,0.3333333333333333
0,6047,2000,0.0,
1,6047,2001,0.0,0.0
2,6047,2002,0.0,0.0
3,6047,2003,0.0,0.0
4,6047,2004,0.6666666666666666,0.0
5,6047,2005,6.166666666666667,0.6666666666666666
6,6047,2006,0.8333333333333334,6.166666666666667
7,6047,2007,1.6666666666666667,0.8333333333333334
8,6047,2008,1.8333333333333333,1.6666666666666667
9,6047,2009,2.3333333333333335,1.8333333333333333
10,6047,2010,4.166666666666667,2.3333333333333335
11,6047,2011,2.1666666666666665,4.166666666666667
12,6047,2012,4.666666666666667,2.1666666666666665
13,6047,2013,2.8333333333333335,4.666666666666667
14,6047,2014,7.333333333333333,2.8333333333333335
15,6047,2015,3.5,7.333333333333333
16,6047,2016,6.833333333333333,3.5
17,6047,2017,4.333333333333333,6.833333333333333
18,6047,2018,3.5,4.333333333333333
19,6047,2019,6.166666666666667,3.5
20,6047,2020,6.333333333333333,6.166666666666667
21,6047,2021,3.1666666666666665,6.333333333333333
0,6049,2000,0.0,
1,6049,2001,0.0,0.0
2,6049,2002,0.0,0.0
3,6049,2003,0.16666666666666666,0.0
4,6049,2004,0.8333333333333334,0.16666666666666666
5,6049,2005,0.0,0.8333333333333334
6,6049,2006,1.5,0.0
7,6049,2007,0.8333333333333334,1.5
8,6049,2008,0.0,0.8333333333333334
9,6049,2009,0.0,0.0
10,6049,2010,0.0,0.0
11,6049,2011,0.0,0.0
12,6049,2012,0.16666666666666666,0.0
13,6049,2013,0.16666666666666666,0.16666666666666666
14,6049,2014,0.5,0.16666666666666666
15,6049,2015,0.6666666666666666,0.5
16,6049,2016,0.3333333333333333,0.6666666666666666
17,6049,2017,2.3333333333333335,0.3333333333333333
18,6049,2018,0.16666666666666666,2.3333333333333335
